1,34
2,34
3,34
4,34
5,34
6,34
7,34
8,34
9,34
10,34
11,34
12,34
13,34
14,34
15,34
16,34
17,34
18,34
19,34
20,33
21,33
22,33
23,33
24,33
25,32
26,33
27,33
28,33
29,33
30,33
31,33
32,33
33,33
34,33
35,32
36,32
37,32
38,32
39,32
40,32
41,33
42,33
43,33
44,33
45,33
46,33
47,33
48,33
49,33
50,32
51,32
52,32
53,32
54,31
55,31
56,31
57,30
58,30
59,30
60,30
61,30
62,30
63,30
64,30
65,30
66,30
67,30
68,30
69,30
70,30
71,31
72,31
73,31
74,31
75,31
76,32
77,32
78,32
79,32
80,32
81,32
82,32
83,32
84,32
85,32
86,32
87,32
88,31
89,31
90,31
91,32
92,32
93,32
94,32
95,32
96,32
97,32
98,32
99,32
100,32
101,32
102,32
103,32
104,32
105,32
106,32
107,32
108,32
109,32
110,32
111,32
112,32
113,31
114,31
115,31
116,31
117,31
118,31
119,31
120,31
121,31
122,31
123,30
124,30
125,30
126,30
127,30
128,30
129,30
130,30
131,32
132,32
133,32
134,32
135,32
136,32
137,32
138,32
139,32
140,32
141,33
142,33
143,33
144,33
145,33
146,33
147,33
148,33
149,33
150,33
151,33
152,33
153,33
154,33
155,33
156,33
157,33
158,33
159,33
160,33
161,33
162,33
163,32
164,32
165,32
166,32
167,32
168,32
169,32
170,32
171,32
172,32
173,32
174,32
175,32
176,31
177,31
178,31
179,31
180,31
181,32
182,32
183,32
184,32
185,32
186,32
187,32
188,32
189,32
190,32
191,32
192,32
193,32
194,32
195,32
196,32
197,32
198,32
199,32
200,32
201,32
202,32
203,32
204,32
205,32
206,32
207,32
208,32
209,32
210,32
211,32
212,32
213,32
214,32
215,32
216,32
217,32
218,32
219,31
220,31
221,31
222,31
223,31
224,31
225,31
226,31
227,31
228,31
229,31
230,31
231,31
232,31
233,31
234,31
235,31
236,31
237,31
238,31
239,31
240,31
241,31
242,31
243,31
244,30
245,30
246,30
247,30
248,30
249,30
250,30
251,30
252,30
253,29
254,29
255,29
256,29
257,28
258,28
259,28
260,28
261,28
262,28
263,28
264,28
265,28
266,29
267,29
268,29
269,29
270,29
271,30
272,30
273,30
274,30
275,30
276,30
277,30
278,30
279,30
280,30
281,30
282,30
283,30
284,30
285,30
286,30
287,30
288,30
289,30
290,30
291,30
292,30
293,30
294,30
295,30
296,30
297,30
298,30
299,30
300,30
301,32
302,32
303,32
304,32
305,32
306,32
307,32
308,32
309,32
310,32
311,32
312,32
313,32
314,32
315,32
316,33
317,33
318,33
319,33
320,33
321,33
322,33
323,33
324,33
325,33
326,33
327,33
328,33
329,32
330,32
331,32
332,32
333,32
334,32
335,32
336,32
337,32
338,32
339,32
340,32
341,32
342,32
343,32
344,32
345,32
346,32
347,32
348,32
349,32
350,32
351,33
352,33
353,33
354,33
355,33
356,33
357,33
358,33
359,33
360,33
361,33
362,33
363,33
364,33
365,33
366,33
367,33
368,33
369,33
370,33
371,33
372,33
373,33
374,33
375,33
376,32
377,32
378,32
379,32
380,32
381,31
382,31
383,31
384,31
385,31
386,31
387,31
388,31
389,31
390,31
391,33
392,33
393,33
394,33
395,32
396,32
397,32
398,32
399,32
400,32
401,32
402,32
403,32
404,32
405,32
406,33
407,33
408,33
409,33
410,32
411,32
412,32
413,32
414,32
415,32
416,32
417,32
418,32
419,32
420,31
421,31
422,31
423,31
424,31
425,31
426,31
427,31
428,30
429,30
430,30
431,30
432,30
433,30
434,30
435,30
436,30
437,30
438,30
439,30
440,29
441,29
442,29
443,29
444,29
445,29
446,29
447,29
448,29
449,29
450,29
451,29
452,29
453,29
454,29
455,29
456,29
457,29
458,29
459,29
460,29
461,29
462,29
463,29
464,29
465,29
466,29
467,29
468,29
469,29
470,29
471,30
472,29
473,29
474,29
475,29
476,29
477,29
478,29
479,29
480,29
481,29
482,29
483,29
484,29
485,29
486,29
487,29
488,29
489,28
490,28
491,28
492,28
493,28
494,28
495,28
496,29
497,29
498,29
499,29
500,29
501,29
502,29
503,29
504,29
505,29
506,30
507,30
508,30
509,30
510,30
511,30
512,30
513,30
514,30
515,30
516,30
517,30
518,30
519,30
520,30
521,31
522,31
523,31
524,31
525,31
526,31
527,31
528,31
529,31
530,31
531,31
532,31
533,31
534,31
535,31
536,30
537,30
538,30
539,30
540,30
541,30
542,30
543,30
544,30
545,30
546,31
547,31
548,31
549,31
550,31
551,31
552,31
553,31
554,31
555,31
556,32
557,32
558,31
559,31
560,31
561,32
562,32
563,32
564,32
565,32
566,34
567,34
568,34
569,34
570,34
571,34
572,34
573,34
574,34
575,34
576,35
577,35
578,35
579,35
580,35
581,35
582,35
583,35
584,35
585,34
586,35
587,35
588,35
589,35
590,35
591,35
592,35
593,35
594,35
595,35
596,35
597,35
598,35
599,35
600,35
601,35
602,34
603,34
604,34
605,34
606,32
607,32
608,32
609,32
610,32
611,34
612,34
613,34
614,34
615,34
616,35
617,35
618,35
619,35
620,35
621,35
622,35
623,35
624,35
625,35
626,35
627,35
628,35
629,35
630,35
631,35
632,35
633,35
634,35
635,35
636,35
637,35
638,35
639,35
640,35
641,36
642,36
643,36
644,36
645,36
646,36
647,36
648,36
649,36
650,36
651,36
652,36
653,36
654,36
655,36
656,37
657,37
658,37
659,37
660,37
661,38
662,38
663,38
664,38
665,38
666,38
667,38
668,37
669,36
670,35
671,35
672,35
673,35
674,35
675,35
676,35
677,35
678,35
679,35
680,35
681,35
682,35
683,35
684,35
685,35
686,35
687,35
688,35
689,35
690,35
691,35
692,35
693,35
694,35
695,35
696,35
697,35
698,35
699,34
700,34
701,34
702,34
703,34
704,34
705,34
706,34
707,34
708,34
709,34
710,34
711,34
712,33
713,33
714,33
715,33
716,33
717,33
718,33
719,33
720,32
721,32
722,32
723,32
724,32
725,32
726,33
727,33
728,33
729,33
730,33
731,34
732,34
733,34
734,34
735,34
736,34
737,34
738,34
739,34
740,34
741,34
742,34
743,34
744,34
745,34
